company,model_name,year,age,kms_driven,fuel_type,transmission,owner,Price,name,source,price_lakh
Bmw,5 Series,2016,10,47000,Diesel,Automatic,second,2375000,Bmw 5 Series,kaggle_market,23.75
Jaguar,Xf,2013,13,97763,Diesel,Automatic,second,1472500,Jaguar Xf,kaggle_market,14.72
Tata,Tiago,2021,5,74000,Petrol,Manual,second,489250,Tata Tiago,kaggle_market,4.89
Honda,Brio,2015,11,50000,Petrol,Manual,second,365750,Honda Brio,kaggle_market,3.66
Toyota,Innova Crysta,2021,5,42000,Diesel,Manual,second,2422500,Toyota Innova Crysta,kaggle_market,24.22
Skoda,Rapid,2014,12,71000,Petrol,Automatic,second,375250,Skoda Rapid,kaggle_market,3.75
Mahindra,Thar,2020,6,40000,Diesel,Manual,first,1135250,Mahindra Thar,kaggle_market,11.35
Hyundai,I20,2010,16,83000,Petrol,Manual,second,223250,Hyundai I20,kaggle_market,2.23
Toyota,Fortuner,2012,14,166000,Diesel,Manual,second,1567500,Toyota Fortuner,kaggle_market,15.68
Tata,Indigo Marina,2004,22,70899,Petrol,Manual,second,93100,Tata Indigo Marina,kaggle_market,0.93
Maruti Suzuki,Ertiga,2019,7,91000,Diesel,Manual,first,1091550,Maruti Suzuki Ertiga,kaggle_market,10.92
Tata,Safari,2022,4,27000,Diesel,Manual,first,1771750,Tata Safari,kaggle_market,17.72
Hyundai,Creta,2018,8,77620,Diesel,Automatic,first,1282500,Hyundai Creta,kaggle_market,12.82
Ford,Ecosport,2017,9,85000,Diesel,Manual,second,617499,Ford Ecosport,kaggle_market,6.17
Hyundai,Grand I10,2014,12,80000,Petrol,Manual,second,356778,Hyundai Grand I10,kaggle_market,3.57
Volkswagen,Polo,2019,7,35000,Petrol,Automatic,second,1125750,Volkswagen Polo,kaggle_market,11.26
Honda,City Hybrid Ehev,2016,10,77000,Petrol,Automatic,first,546250,Honda City Hybrid Ehev,kaggle_market,5.46
Maruti Suzuki,Swift,2018,8,63259,Diesel,Automatic,second,494000,Maruti Suzuki Swift,kaggle_market,4.94
Ford,Ecosport,2017,9,110000,Diesel,Manual,first,427499,Ford Ecosport,kaggle_market,4.27
Hyundai,I20,2023,3,14000,Petrol,Automatic,first,878750,Hyundai I20,kaggle_market,8.79
Volkswagen,Tiguan,2018,8,52000,Diesel,Automatic,first,1819250,Volkswagen Tiguan,kaggle_market,18.19
Mercedes-Benz,G,2011,15,45000,Diesel,Automatic,second,7125000,Mercedes-Benz G,kaggle_market,71.25
Bmw,3 Series,2016,10,65000,Diesel,Automatic,second,1258750,Bmw 3 Series,kaggle_market,12.59
Renault,Duster,2016,10,75000,Diesel,Automatic,second,565250,Renault Duster,kaggle_market,5.65
Maruti Suzuki,Swift,2007,19,135000,Diesel,Manual,second,156750,Maruti Suzuki Swift,kaggle_market,1.57
Toyota,Innova,2014,12,105000,Diesel,Manual,second,741000,Toyota Innova,kaggle_market,7.41
Land Rover,Range Rover,2016,10,151000,Diesel,Automatic,second,2660000,Land Rover Range Rover,kaggle_market,26.6
Bmw,7 Series,2013,13,61000,Diesel,Automatic,second,808450,Bmw 7 Series,kaggle_market,8.08
Maruti Suzuki,Grand Vitara,2023,3,21209,Petrol,Manual,first,1225500,Maruti Suzuki Grand Vitara,kaggle_market,12.26
Toyota,Glanza,2020,6,87000,Petrol,Manual,first,696350,Toyota Glanza,kaggle_market,6.96
Renault,Duster,2016,10,130000,Diesel,Manual,second,569050,Renault Duster,kaggle_market,5.69
Volvo,Xc 90,2015,11,125000,Diesel,Automatic,second,1021250,Volvo Xc 90,kaggle_market,10.21
Tata,Tiago,2018,8,30000,Petrol,Automatic,first,337250,Tata Tiago,kaggle_market,3.37
Audi,A6,2015,11,78561,Diesel,Automatic,first,854022,Audi A6,kaggle_market,8.54
Honda,City,2016,10,63000,Petrol,Manual,second,570000,Honda City,kaggle_market,5.7
Honda,Amaze,2016,10,65000,Petrol,Manual,first,389500,Honda Amaze,kaggle_market,3.9
Volkswagen,Polo Gti,2015,11,102000,Petrol,Automatic,second,427500,Volkswagen Polo Gti,kaggle_market,4.28
Maruti Suzuki,Swift,2022,4,35000,Petrol,Automatic,first,707750,Maruti Suzuki Swift,kaggle_market,7.08
Volkswagen,Virtus,2022,4,50000,Petrol,Automatic,first,1234050,Volkswagen Virtus,kaggle_market,12.34
Maruti Suzuki,A-Star,2013,13,60000,Petrol,Automatic,second,284050,Maruti Suzuki A-Star,kaggle_market,2.84
Bmw,5 Series,2014,12,72000,Diesel,Automatic,second,1519050,Bmw 5 Series,kaggle_market,15.19
Mini,Cooper S,2013,13,53000,Petrol,Automatic,second,1520000,Mini Cooper S,kaggle_market,15.2
Toyota,Etios Liva,2018,8,74000,Diesel,Manual,second,807500,Toyota Etios Liva,kaggle_market,8.07
Mg,Hector,2023,3,29000,Petrol,Automatic,first,2180250,Mg Hector,kaggle_market,21.8
Mercedes-Benz,Cla,2016,10,20800,Petrol,Automatic,second,1615000,Mercedes-Benz Cla,kaggle_market,16.15
Hyundai,I20,2017,9,95000,Petrol,Manual,second,536750,Hyundai I20,kaggle_market,5.37
Mahindra,Thar,2021,5,13000,Diesel,Automatic,first,1615000,Mahindra Thar,kaggle_market,16.15
Mahindra,Xuv700,2023,3,4000,Petrol,Manual,first,1995000,Mahindra Xuv700,kaggle_market,19.95
Maruti Suzuki,Baleno,2021,5,57000,Petrol,Automatic,second,650750,Maruti Suzuki Baleno,kaggle_market,6.51
Mahindra,Alturas G4,2022,4,25000,Diesel,Automatic,first,2588750,Mahindra Alturas G4,kaggle_market,25.89
Mahindra,Scorpio,2017,9,92000,Diesel,Manual,first,997500,Mahindra Scorpio,kaggle_market,9.98
Mg,Astor,2021,5,12110,Petrol,Automatic,first,1230250,Mg Astor,kaggle_market,12.3
Hyundai,New I20,2022,4,13162,Petrol,Automatic,first,926250,Hyundai New I20,kaggle_market,9.26
Toyota,Etios Liva,2017,9,49000,Petrol,Manual,first,569050,Toyota Etios Liva,kaggle_market,5.69
Maruti Suzuki,Alto 800,2016,10,68000,Petrol,Manual,second,251750,Maruti Suzuki Alto 800,kaggle_market,2.52
Audi,A6,2013,13,110000,Diesel,Automatic,second,1092500,Audi A6,kaggle_market,10.92
Hyundai,Elite I20,2017,9,52355,Petrol,Manual,first,474577,Hyundai Elite I20,kaggle_market,4.75
Hyundai,I10,2013,13,40595,Petrol,Automatic,second,294500,Hyundai I10,kaggle_market,2.94
Mahindra,Thar,2021,5,41000,Diesel,Manual,second,1377500,Mahindra Thar,kaggle_market,13.78
Maruti Suzuki,Omni,2014,12,77500,Petrol,Automatic,second,959500,Maruti Suzuki Omni,kaggle_market,9.6
Maruti Suzuki,Swift-Dzire,2018,8,55000,Petrol,Manual,first,565250,Maruti Suzuki Swift-Dzire,kaggle_market,5.65
Hyundai,I10,2013,13,80000,Petrol,Automatic,second,137750,Hyundai I10,kaggle_market,1.38
Mercedes-Benz,Gla Class,2016,10,71000,Petrol,Automatic,second,1890500,Mercedes-Benz Gla Class,kaggle_market,18.9
Hyundai,Santro Xing,2007,19,65000,Petrol,Manual,second,175750,Hyundai Santro Xing,kaggle_market,1.76
Toyota,Innova Crysta,2019,7,69000,Diesel,Automatic,first,2564050,Toyota Innova Crysta,kaggle_market,25.64
Maruti Suzuki,Ertiga,2019,7,90000,Diesel,Manual,first,855000,Maruti Suzuki Ertiga,kaggle_market,8.55
Fiat,Linea,2009,17,79742,Petrol,Manual,second,156750,Fiat Linea,kaggle_market,1.57
Audi,Q3,2017,9,45000,Diesel,Automatic,second,1605500,Audi Q3,kaggle_market,16.06
Toyota,Innova Crysta,2022,4,8000,Diesel,Automatic,first,3206250,Toyota Innova Crysta,kaggle_market,32.06
Toyota,Etios,2012,14,51000,Petrol,Automatic,second,247000,Toyota Etios,kaggle_market,2.47
Bmw,3 Series Gt,2019,7,71000,Diesel,Automatic,first,2422500,Bmw 3 Series Gt,kaggle_market,24.22
Mercedes-Benz,C-Class,2015,11,58000,Diesel,Automatic,first,2042499,Mercedes-Benz C-Class,kaggle_market,20.42
Toyota,Fortuner,2024,2,2596,Diesel,Manual,first,3704999,Toyota Fortuner,kaggle_market,37.05
Mahindra,Thar,2023,3,24500,Petrol,Automatic,first,1339500,Mahindra Thar,kaggle_market,13.4
Honda,City,2021,5,125000,Diesel,Manual,first,1021250,Honda City,kaggle_market,10.21
Maruti Suzuki,Ciaz,2017,9,79000,Petrol,Automatic,second,570000,Maruti Suzuki Ciaz,kaggle_market,5.7
Toyota,Innova Crysta,2019,7,118000,Diesel,Automatic,second,1899050,Toyota Innova Crysta,kaggle_market,18.99
Bmw,5 Series,2017,9,75000,Diesel,Automatic,first,3800000,Bmw 5 Series,kaggle_market,38.0
Mahindra,Bolero,2017,9,105000,Diesel,Manual,second,589000,Mahindra Bolero,kaggle_market,5.89
Maruti Suzuki,Maruti-Suzuki-Brezza,2021,5,35000,Petrol,Manual,first,808450,Maruti Suzuki Maruti-Suzuki-Brezza,kaggle_market,8.08
Audi,A8 L,2017,9,51000,Diesel,Automatic,first,3325000,Audi A8 L,kaggle_market,33.25
Kia,Seltos,2022,4,30891,Diesel,Automatic,first,1781250,Kia Seltos,kaggle_market,17.81
Hyundai,Alcazar,2023,3,2500,Petrol,Automatic,first,1710000,Hyundai Alcazar,kaggle_market,17.1
Maruti Suzuki,Swift,2019,7,32000,Petrol,Manual,second,546250,Maruti Suzuki Swift,kaggle_market,5.46
Mahindra,Thar,2021,5,66000,Diesel,Manual,first,1353750,Mahindra Thar,kaggle_market,13.54
Volvo,V40 Cross Country,2016,10,75000,Petrol,Automatic,first,1306250,Volvo V40 Cross Country,kaggle_market,13.06
Mg,Hector,2019,7,71000,Diesel,Manual,first,1211250,Mg Hector,kaggle_market,12.11
Audi,A6,2011,15,51000,Petrol,Automatic,second,1282500,Audi A6,kaggle_market,12.82
Maruti Suzuki,Alto-K10,2015,11,75000,Petrol,Automatic,second,294500,Maruti Suzuki Alto-K10,kaggle_market,2.94
Hyundai,Elite I20,2018,8,39500,Petrol,Manual,first,517750,Hyundai Elite I20,kaggle_market,5.18
Renault,Captur,2018,8,120000,Diesel,Manual,first,760000,Renault Captur,kaggle_market,7.6
Volkswagen,Passat,2012,14,68900,Diesel,Automatic,second,527250,Volkswagen Passat,kaggle_market,5.27
Mercedes-Benz,E-Class,2017,9,68000,Diesel,Automatic,first,2935500,Mercedes-Benz E-Class,kaggle_market,29.36
Ford,Ecosport,2015,11,80000,Petrol,Automatic,second,441750,Ford Ecosport,kaggle_market,4.42
Maruti Suzuki,Alto-K10,2019,7,62000,Petrol,Manual,first,342000,Maruti Suzuki Alto-K10,kaggle_market,3.42
Hyundai,Venue,2022,4,55000,Diesel,Manual,first,1187500,Hyundai Venue,kaggle_market,11.88
Volkswagen,Polo,2015,11,60000,Petrol,Manual,second,437000,Volkswagen Polo,kaggle_market,4.37
Toyota,Innova Crysta,2017,9,34000,Diesel,Manual,first,1325250,Toyota Innova Crysta,kaggle_market,13.25
Jeep,Compass,2017,9,49000,Petrol,Automatic,first,1093555,Jeep Compass,kaggle_market,10.94
Hyundai,I20,2016,10,36000,Petrol,Manual,second,427500,Hyundai I20,kaggle_market,4.28
Mahindra,Kuv 100,2016,10,85000,Diesel,Manual,second,304000,Mahindra Kuv 100,kaggle_market,3.04
Mahindra,Bolero Neo,2023,3,35000,Diesel,Automatic,second,997500,Mahindra Bolero Neo,kaggle_market,9.98
Honda,Amaze,2015,11,160000,Diesel,Manual,second,261250,Honda Amaze,kaggle_market,2.61
Maruti Suzuki,Swift,2010,16,141000,Diesel,Manual,second,313500,Maruti Suzuki Swift,kaggle_market,3.14
Land Rover,Range Rover,2012,14,23100,Diesel,Automatic,second,4555250,Land Rover Range Rover,kaggle_market,45.55
Hyundai,Verna,2014,12,100000,Petrol,Manual,first,902500,Hyundai Verna,kaggle_market,9.02
Hyundai,Elantra,2016,10,88000,Diesel,Manual,second,817000,Hyundai Elantra,kaggle_market,8.17
Porsche,Macan,2023,3,5100,Petrol,Automatic,first,8455000,Porsche Macan,kaggle_market,84.55
Maruti Suzuki,Ciaz,2017,9,76000,Petrol,Manual,second,456000,Maruti Suzuki Ciaz,kaggle_market,4.56
Bmw,X3,2019,7,50000,Diesel,Automatic,second,3800000,Bmw X3,kaggle_market,38.0
Mercedes-Benz,M-Class,2014,12,48000,Diesel,Automatic,first,1657750,Mercedes-Benz M-Class,kaggle_market,16.58
Mahindra,Xuv700,2024,2,16666,Diesel,Automatic,first,2469999,Mahindra Xuv700,kaggle_market,24.7
Skoda,Kushaq,2022,4,38917,Petrol,Manual,first,1163750,Skoda Kushaq,kaggle_market,11.64
Maruti Suzuki,Baleno,2016,10,55000,Petrol,Automatic,first,622250,Maruti Suzuki Baleno,kaggle_market,6.22
Nissan,Terrano,2015,11,84000,Diesel,Manual,second,475000,Nissan Terrano,kaggle_market,4.75
Hyundai,Elantra,2014,12,120000,Diesel,Automatic,second,522500,Hyundai Elantra,kaggle_market,5.22
Maruti Suzuki,Ertiga,2022,4,8638,Petrol,Manual,first,1092500,Maruti Suzuki Ertiga,kaggle_market,10.92
Maruti Suzuki,Swift Dzire,2013,13,62000,Petrol,Manual,second,332500,Maruti Suzuki Swift Dzire,kaggle_market,3.32
Honda,Amaze,2014,12,86131,Diesel,Manual,second,285000,Honda Amaze,kaggle_market,2.85
Maruti Suzuki,Swift,2021,5,29000,Petrol,Automatic,first,726750,Maruti Suzuki Swift,kaggle_market,7.27
Mg,Astor,2024,2,260,Petrol,Manual,first,1420250,Mg Astor,kaggle_market,14.2
Hyundai,Verna,2023,3,15120,Petrol,Automatic,first,1472500,Hyundai Verna,kaggle_market,14.72
Tata,Altroz,2021,5,21000,Petrol,Manual,second,508250,Tata Altroz,kaggle_market,5.08
Mg,Hector Plus,2022,4,11000,Petrol,Automatic,first,1757500,Mg Hector Plus,kaggle_market,17.58
Maruti Suzuki,Ciaz,2017,9,63000,Petrol,Manual,first,712500,Maruti Suzuki Ciaz,kaggle_market,7.12
Skoda,Rapid,2021,5,41189,Petrol,Automatic,first,1163750,Skoda Rapid,kaggle_market,11.64
Mahindra,Scorpio-N,2022,4,20000,Diesel,Manual,first,1847750,Mahindra Scorpio-N,kaggle_market,18.48
Mercedes-Benz,C-Class,2011,15,64000,Diesel,Automatic,second,926250,Mercedes-Benz C-Class,kaggle_market,9.26
Kia,Seltos,2020,6,62500,Diesel,Manual,first,897750,Kia Seltos,kaggle_market,8.98
Toyota,Innova,2012,14,121000,Diesel,Manual,first,380000,Toyota Innova,kaggle_market,3.8
Maruti Suzuki,Swift,2018,8,38000,Petrol,Manual,second,456000,Maruti Suzuki Swift,kaggle_market,4.56
Mahindra,Thar,2021,5,30000,Diesel,Automatic,first,1463000,Mahindra Thar,kaggle_market,14.63
Maruti Suzuki,Swift-Dzire-Tour,2010,16,130000,Diesel,Manual,second,247000,Maruti Suzuki Swift-Dzire-Tour,kaggle_market,2.47
Maruti Suzuki,Wagon-R,2021,5,71000,Petrol,Manual,first,451250,Maruti Suzuki Wagon-R,kaggle_market,4.51
Hyundai,Creta,2023,3,4800,Diesel,Automatic,second,1852500,Hyundai Creta,kaggle_market,18.52
Maruti Suzuki,Baleno,2017,9,59000,Petrol,Manual,first,489250,Maruti Suzuki Baleno,kaggle_market,4.89
Honda,City,2011,15,75875,Petrol,Automatic,second,280250,Honda City,kaggle_market,2.8
Kia,Seltos,2020,6,109000,Diesel,Manual,first,926250,Kia Seltos,kaggle_market,9.26
Mercedes-Benz,E-Class,2006,20,92000,Diesel,Automatic,second,475000,Mercedes-Benz E-Class,kaggle_market,4.75
Jaguar,Xf,2014,12,41000,Diesel,Automatic,second,2398750,Jaguar Xf,kaggle_market,23.99
Maruti Suzuki,Xl6,2022,4,76000,Petrol,Manual,first,950000,Maruti Suzuki Xl6,kaggle_market,9.5
Mini,Cooper 3 Door,2020,6,12000,Petrol,Automatic,first,4227500,Mini Cooper 3 Door,kaggle_market,42.28
Hyundai,Verna,2016,10,81982,Diesel,Automatic,first,660250,Hyundai Verna,kaggle_market,6.6
Mahindra,Xylo,2010,16,51258,Diesel,Manual,first,189050,Mahindra Xylo,kaggle_market,1.89
Mahindra,Scorpio,2017,9,59000,Diesel,Manual,first,807500,Mahindra Scorpio,kaggle_market,8.07
Mercedes-Benz,S-Class,2018,8,39000,Diesel,Automatic,second,5652500,Mercedes-Benz S-Class,kaggle_market,56.52
Maruti Suzuki,Ertiga,2021,5,38000,Petrol,Automatic,first,1097250,Maruti Suzuki Ertiga,kaggle_market,10.97
Maruti Suzuki,Swift,2024,2,6000,Petrol,Automatic,first,1092500,Maruti Suzuki Swift,kaggle_market,10.92
Bmw,3 Series,2016,10,53000,Diesel,Automatic,second,1329050,Bmw 3 Series,kaggle_market,13.29
Bmw,3 Series Gt,2014,12,99000,Diesel,Automatic,second,1662500,Bmw 3 Series Gt,kaggle_market,16.62
Mercedes-Benz,E-Class,2012,14,73595,Petrol,Automatic,second,664050,Mercedes-Benz E-Class,kaggle_market,6.64
Hyundai,Grand I10,2018,8,51000,Petrol,Manual,first,451250,Hyundai Grand I10,kaggle_market,4.51
Hyundai,Verna,2018,8,57546,Petrol,Automatic,first,807499,Hyundai Verna,kaggle_market,8.07
Mercedes-Benz,C-Class,2016,10,96000,Diesel,Automatic,second,2185000,Mercedes-Benz C-Class,kaggle_market,21.85
Bmw,6 Series Gt,2018,8,21000,Petrol,Automatic,second,4275000,Bmw 6 Series Gt,kaggle_market,42.75
Maruti Suzuki,Swift,2018,8,48000,Petrol,Automatic,second,508250,Maruti Suzuki Swift,kaggle_market,5.08
Volkswagen,Ventotest,2011,15,22000,Petrol,Manual,first,284999,Volkswagen Ventotest,kaggle_market,2.85
Toyota,Fortuner,2021,5,40000,Diesel,Automatic,first,3895000,Toyota Fortuner,kaggle_market,38.95
Maruti Suzuki,Xl6,2021,5,22864,Petrol,Automatic,first,1040250,Maruti Suzuki Xl6,kaggle_market,10.4
Maruti Suzuki,Vitara-Brezza,2017,9,64000,Diesel,Manual,first,555750,Maruti Suzuki Vitara-Brezza,kaggle_market,5.56
Hyundai,Grand I10,2013,13,88000,Diesel,Manual,first,389500,Hyundai Grand I10,kaggle_market,3.9
Ford,Figo,2011,15,30000,Petrol,Manual,second,141550,Ford Figo,kaggle_market,1.42
Hyundai,Grand I10 Nios,2020,6,33145,Petrol,Manual,first,570000,Hyundai Grand I10 Nios,kaggle_market,5.7
Skoda,Rapid,2011,15,60000,Petrol,Manual,first,209000,Skoda Rapid,kaggle_market,2.09
Jeep,Compass,2017,9,61000,Diesel,Manual,second,1092500,Jeep Compass,kaggle_market,10.92
Maruti Suzuki,Ertiga,2014,12,120000,Diesel,Automatic,second,403750,Maruti Suzuki Ertiga,kaggle_market,4.04
Mahindra,Xuv500,2016,10,87000,Diesel,Manual,first,997500,Mahindra Xuv500,kaggle_market,9.98
Hyundai,Venue,2022,4,38000,Petrol,Manual,first,988000,Hyundai Venue,kaggle_market,9.88
Jeep,Compass,2017,9,55000,Petrol,Automatic,second,960450,Jeep Compass,kaggle_market,9.6
Hyundai,Creta,2019,7,35000,Diesel,Manual,first,1087750,Hyundai Creta,kaggle_market,10.88
Honda,City,2011,15,82000,Petrol,Automatic,second,284050,Honda City,kaggle_market,2.84
Toyota,Innova Crysta,2019,7,65000,Diesel,Automatic,first,1330000,Toyota Innova Crysta,kaggle_market,13.3
Renault,Duster,2015,11,90000,Diesel,Manual,first,546250,Renault Duster,kaggle_market,5.46
Mercedes-Benz,E-Class,2020,6,49000,Petrol,Automatic,first,4560000,Mercedes-Benz E-Class,kaggle_market,45.6
Mercedes-Benz,S-Class,2019,7,29000,Diesel,Automatic,second,9025000,Mercedes-Benz S-Class,kaggle_market,90.25
Honda,City,2023,3,9500,Petrol,Automatic,first,1401250,Honda City,kaggle_market,14.01
Renault,Duster,2013,13,86250,Diesel,Manual,first,275500,Renault Duster,kaggle_market,2.76
Toyota,Innova Crysta,2016,10,190000,Diesel,Manual,first,1567500,Toyota Innova Crysta,kaggle_market,15.68
Volkswagen,Ameo,2017,9,80000,Diesel,Manual,first,451250,Volkswagen Ameo,kaggle_market,4.51
Hyundai,Creta,2021,5,96000,Diesel,Automatic,first,1615000,Hyundai Creta,kaggle_market,16.15
Bmw,7 Series,2016,10,40000,Diesel,Automatic,first,2042500,Bmw 7 Series,kaggle_market,20.42
Maruti Suzuki,Xl6,2019,7,65000,Petrol,Manual,first,878750,Maruti Suzuki Xl6,kaggle_market,8.79
Maruti Suzuki,Swift,2010,16,29000,Petrol,Manual,first,142500,Maruti Suzuki Swift,kaggle_market,1.42
Hyundai,I10,2013,13,40000,Petrol,Automatic,second,190000,Hyundai I10,kaggle_market,1.9
Mahindra,Scorpio,2010,16,65000,Diesel,Manual,second,275500,Mahindra Scorpio,kaggle_market,2.76
Maruti Suzuki,Celerio,2018,8,38000,Petrol,Automatic,second,361000,Maruti Suzuki Celerio,kaggle_market,3.61
Maruti Suzuki,Wagon-R,2015,11,66000,Petrol,Automatic,second,247000,Maruti Suzuki Wagon-R,kaggle_market,2.47
Maruti Suzuki,Ciaz,2019,7,29000,Petrol,Manual,first,807500,Maruti Suzuki Ciaz,kaggle_market,8.07
Toyota,Fortuner,2016,10,90000,Diesel,Manual,second,1467750,Toyota Fortuner,kaggle_market,14.68
Toyota,Innova Hycross,2023,3,14100,Petrol,Automatic,first,2701800,Toyota Innova Hycross,kaggle_market,27.02
Hyundai,Creta,2015,11,88000,Diesel,Manual,second,712500,Hyundai Creta,kaggle_market,7.12
Maruti Suzuki,Swift Dzire,2016,10,49000,Petrol,Automatic,second,569050,Maruti Suzuki Swift Dzire,kaggle_market,5.69
Maruti Suzuki,Celerio,2016,10,36000,Petrol,Automatic,first,379999,Maruti Suzuki Celerio,kaggle_market,3.8
Honda,Jazz,2011,15,61000,Petrol,Manual,second,213750,Honda Jazz,kaggle_market,2.14
Hyundai,Grand I10,2018,8,62000,Petrol,Manual,second,356250,Hyundai Grand I10,kaggle_market,3.56
Hyundai,Creta,2022,4,19000,Diesel,Automatic,first,2175500,Hyundai Creta,kaggle_market,21.76
Mercedes-Benz,Cla,2019,7,28370,Diesel,Automatic,first,1899999,Mercedes-Benz Cla,kaggle_market,19.0
Ford,Endeavour,2016,10,86000,Diesel,Automatic,first,1733750,Ford Endeavour,kaggle_market,17.34
Hyundai,I10,2011,15,68000,Petrol,Manual,second,218500,Hyundai I10,kaggle_market,2.18
Ford,Ecosport,2019,7,54000,Diesel,Manual,first,769500,Ford Ecosport,kaggle_market,7.7
Hyundai,I20,2010,16,72000,Petrol,Automatic,second,261250,Hyundai I20,kaggle_market,2.61
Renault,Triber,2020,6,59000,Petrol,Manual,first,641250,Renault Triber,kaggle_market,6.41
Hyundai,Santro Xing,2009,17,69000,Petrol,Manual,second,152000,Hyundai Santro Xing,kaggle_market,1.52
Skoda,Rapid,2015,11,59000,Petrol,Automatic,second,522500,Skoda Rapid,kaggle_market,5.22
Hyundai,Santa Fe,2016,10,64200,Diesel,Automatic,first,1116250,Hyundai Santa Fe,kaggle_market,11.16
Audi,A4,2015,11,53000,Diesel,Automatic,second,1662500,Audi A4,kaggle_market,16.62
Audi,A6,2016,10,40000,Diesel,Automatic,first,1515250,Audi A6,kaggle_market,15.15
Maruti Suzuki,Eeco,2011,15,53750,Petrol,Manual,first,147250,Maruti Suzuki Eeco,kaggle_market,1.47
Kia,Seltos,2022,4,15000,Petrol,Automatic,first,1710000,Kia Seltos,kaggle_market,17.1
Maruti Suzuki,Wagon-R,2011,15,75000,Petrol,Manual,second,232750,Maruti Suzuki Wagon-R,kaggle_market,2.33
Maruti Suzuki,Omni,2010,16,88000,Petrol,Manual,second,90250,Maruti Suzuki Omni,kaggle_market,0.9
Audi,Q5,2018,8,110000,Diesel,Automatic,first,2184050,Audi Q5,kaggle_market,21.84
Bmw,5 Series,2013,13,76064,Diesel,Automatic,second,1353750,Bmw 5 Series,kaggle_market,13.54
Bmw,5 Series,2018,8,41000,Diesel,Automatic,second,2840500,Bmw 5 Series,kaggle_market,28.4
Mahindra,Xuv700,2022,4,6789,Diesel,Automatic,first,1900000,Mahindra Xuv700,kaggle_market,19.0
Toyota,2.8 Legender 4X2,2021,5,63000,Diesel,Automatic,first,4037500,Toyota 2.8 Legender 4X2,kaggle_market,40.38
Hyundai,Creta,2018,8,84000,Diesel,Manual,second,1021250,Hyundai Creta,kaggle_market,10.21
Hyundai,Grand I10,2017,9,50523,Petrol,Manual,second,351500,Hyundai Grand I10,kaggle_market,3.52
Mercedes-Benz,E-Class,2014,12,74000,Diesel,Automatic,first,1315749,Mercedes-Benz E-Class,kaggle_market,13.16
Mercedes-Benz,E-Class,2022,4,25000,Diesel,Automatic,first,6175000,Mercedes-Benz E-Class,kaggle_market,61.75
Toyota,Glanza,2020,6,38000,Petrol,Automatic,first,545300,Toyota Glanza,kaggle_market,5.45
Maruti Suzuki,Alto,2011,15,55000,Petrol,Manual,second,109250,Maruti Suzuki Alto,kaggle_market,1.09
Toyota,Innova Crysta,2024,2,6110,Diesel,Manual,first,2645750,Toyota Innova Crysta,kaggle_market,26.46
Toyota,Innova,2014,12,130000,Diesel,Manual,first,1292000,Toyota Innova,kaggle_market,12.92
Toyota,Camry,2014,12,108000,Petrol,Automatic,first,1330000,Toyota Camry,kaggle_market,13.3
Honda,City,2018,8,58000,Petrol,Manual,first,545300,Honda City,kaggle_market,5.45
Maruti Suzuki,Swift,2021,5,41000,Petrol,Manual,first,645050,Maruti Suzuki Swift,kaggle_market,6.45
Tata,Nexon,2020,6,49000,Diesel,Manual,first,427500,Tata Nexon,kaggle_market,4.28
